,cluster,id_vendedor,estado,qtd_pedidos,dias_sem_vender,receita_total,dias_atividade,datas_distintas_de_venda,%_de_atividade,vendas_por_dia_de_atividade,avaliacao_media,qtd_produtos,media_produtos_por_pedido,media_valor_pedido_sem_frete,media_valor_pedido_com_frete,media_valor_frete,prop_pedidos_atrasados,tempo_de_postagem,Label,Score_0,Score_1
703,0,"""44073f8b7e41514de3b7815dd0237f4f""",DF,142,26,18389.0,532,114,0.21,1.25,3.38,151,1.06,129.5,151.61,22.11,0.05,6,0,0.9476,0.0524
704,1,"""00ab3eff1b5192e5f1a63bcecfee11c8""",SP,1,534,98.0,1,1,1.0,1.0,5.0,1,1.0,98.0,110.0,12.0,0.0,1,1,0.0159,0.9841
705,0,"""729f06993dac8e860d4f02d7088ca48a""",SP,94,7,19895.0,522,87,0.17,1.08,4.33,113,1.2,211.65,263.94,52.29,0.1,3,0,0.9706,0.0294
706,1,"""3f9be91358837bff69df67edfa3e42e8""",PR,7,114,570.0,44,6,0.14,1.17,4.0,7,1.0,81.43,100.14,18.71,0.0,4,1,0.0482,0.9518
707,0,a2fa0bdc798ee84cdb08281337cf4fb6,SC,8,231,355.0,314,8,0.03,1.0,4.5,11,1.38,44.38,67.88,23.5,0.0,-3,1,0.2012,0.7988
708,1,baf15155e37ef5492731459bdc05be8a,SP,1,536,47.0,1,1,1.0,1.0,2.5,1,1.0,47.0,56.0,9.0,0.0,-1,1,0.0082,0.9918
709,1,"""4fb41dff7c50136976d1a5cf004a42e2""",BA,3,212,1230.0,69,3,0.04,1.0,3.0,3,1.0,410.0,432.33,22.33,0.33,2,1,0.4826,0.5174
710,0,"""0afccdb8a34ee5c79f7c06faf2b4d56e""",MG,24,149,1188.0,367,24,0.07,1.0,4.1,24,1.0,49.5,64.92,15.42,0.08,3,0,0.7496,0.2504
711,1,"""094ced053e257ae8cae57205592d6712""",SP,19,34,1521.0,119,16,0.13,1.19,4.0,19,1.0,80.05,104.16,24.11,0.0,7,0,0.6894,0.3106
712,0,"""1f1bb1f0859883505541bdd6606193e5""",SP,27,36,16041.0,481,26,0.05,1.04,4.36,29,1.07,594.11,613.59,19.48,0.1,2,0,0.9222,0.0778
713,1,"""8476243f92442881ddd5b578975cf115""",RS,12,20,7838.0,154,11,0.07,1.09,5.0,12,1.0,653.17,676.08,22.92,0.08,1,0,0.6431,0.3569
714,1,"""668bf321538e5072858eaef6087ce027""",PR,1,188,20.0,1,1,1.0,1.0,2.5,1,1.0,20.0,28.0,8.0,0.0,4,1,0.0197,0.9803
715,1,"""9fe7c6641c79970ab48185498f547c09""",SP,1,418,130.0,1,1,1.0,1.0,2.5,1,1.0,130.0,165.0,35.0,0.0,1,1,0.018,0.982
716,0,bd149ed516d4c5d418d5781f8e18919f,SP,8,10,415.0,297,7,0.02,1.14,4.83,9,1.12,51.88,69.62,17.75,0.0,3,0,0.5151,0.4849
717,0,febab0275244b9a49a623f0bd613ca2f,SP,106,17,7111.0,548,97,0.18,1.09,4.56,126,1.19,67.08,94.56,27.47,0.04,4,0,0.9766,0.0234
718,1,d9cb0052a666de5308b32f32ad5f1b1c,SP,3,111,232.0,116,3,0.03,1.0,1.0,3,1.0,77.33,90.33,13.0,0.0,3,1,0.4253,0.5747
719,1,c43d924a0f1688ee9fae0efcd6f539d4,RJ,1,693,30.0,1,1,1.0,1.0,2.5,1,1.0,30.0,45.0,15.0,0.0,-11,1,0.0082,0.9918
720,0,"""634964b17796e64304cadf1ad3050fb7""",RJ,265,14,39118.0,282,165,0.59,1.61,3.79,323,1.22,147.62,170.03,22.42,0.1,2,0,0.9162,0.0838
721,1,"""134a288e7de827ec5ec62e3ec9c3a295""",SP,9,349,878.0,142,8,0.06,1.12,4.67,9,1.0,97.56,111.56,14.0,0.0,5,1,0.3734,0.6266
722,1,"""2c3d56f92f360fb89d849b84e8f50eae""",SP,7,164,428.0,168,7,0.04,1.0,2.25,7,1.0,61.14,77.0,15.86,0.29,5,1,0.3306,0.6694
723,1,"""32b8764b4ef628b53608fc34011fcc13""",SC,36,11,8884.0,169,29,0.17,1.24,4.37,38,1.06,246.78,329.22,82.44,0.08,2,0,0.8742,0.1258
724,1,d9cd369bffa979d1634f8e1318bf2f1b,SP,3,24,678.0,90,3,0.03,1.0,5.0,3,1.0,226.0,248.33,22.33,0.0,4,1,0.4918,0.5082
725,0,"""2b3e4a2a3ea8e01938cabda2a3e5cc79""",SP,52,38,23630.0,444,47,0.11,1.11,4.43,54,1.04,454.42,471.87,17.44,0.0,3,0,0.8721,0.1279
726,1,b88e7c57cb2d8b973b7dd4a2bfa14b36,PR,4,276,354.0,193,4,0.02,1.0,4.5,4,1.0,88.5,105.0,16.5,0.0,5,1,0.3604,0.6396
727,1,ad75519a07f039025e83795a4418470f,GO,3,19,305.0,202,3,0.01,1.0,2.0,9,3.0,101.67,140.0,38.33,0.0,2,1,0.3854,0.6146
728,1,"""385799a1cddbd26dfeb9157356a42282""",SP,4,359,552.0,166,4,0.02,1.0,5.0,6,1.5,138.0,156.75,18.75,0.0,2,1,0.4657,0.5343
729,0,"""43f8c9950d11ecd03a0304a49e010da6""",SP,41,97,4250.0,305,36,0.12,1.14,4.15,41,1.0,103.66,117.24,13.59,0.07,4,0,0.6381,0.3619
730,1,"""99a54764c341d5dc80b4a8fac4eba3fb""",SP,44,6,3588.0,124,36,0.29,1.22,3.1,66,1.5,81.55,111.02,29.48,0.23,2,0,0.6797,0.3203
731,1,a45765f8afb1e594b22bf9e974b46765,SP,1,543,80.0,1,1,1.0,1.0,2.5,1,1.0,80.0,89.0,9.0,0.0,5,1,0.0132,0.9868
732,0,cac4c8e7b1ca6252d8f20b2fc1a2e4af,SP,74,18,4129.0,673,67,0.1,1.1,3.43,82,1.11,55.8,76.61,20.81,0.23,1,0,0.9713,0.0287
733,0,b83cedfb587e7911540e3f576d6917ce,SP,24,112,2228.0,325,21,0.06,1.14,4.45,25,1.04,92.83,107.17,14.33,0.08,3,0,0.769,0.231
734,0,"""30a2f535bb48308f991d0b9ad4a8c4bb""",SP,71,38,4740.0,539,64,0.12,1.11,4.53,87,1.23,66.76,82.07,15.31,0.03,4,0,0.9738,0.0262
735,1,fa3a0b5aabb344b9a92e3524b0202123,SP,7,78,1789.0,143,7,0.05,1.0,4.0,7,1.0,255.57,279.0,23.43,0.14,3,0,0.5603,0.4397
736,1,"""23c38debaffe4a25a30fdbd9b586a13f""",SP,41,27,5383.0,128,32,0.25,1.28,4.18,46,1.12,131.29,151.68,20.39,0.15,3,0,0.6756,0.3244
737,0,"""5c243662ce92d84573bfaff24c3e3700""",SP,98,206,32865.0,377,79,0.21,1.24,4.42,100,1.02,335.36,353.47,18.11,0.03,4,0,0.7387,0.2613
738,1,ef30892870c278497523264be1be2241,SP,9,215,782.0,58,9,0.16,1.0,5.0,9,1.0,86.89,99.0,12.11,0.0,4,1,0.122,0.878
739,1,"""6601ee6383e7f452be71929f8de48bbb""",SP,2,298,154.0,14,2,0.14,1.0,2.5,2,1.0,77.0,91.0,14.0,0.0,11,1,0.028,0.972
740,0,"""4a3ccda38b2129705f3fb522db62ca31""",SP,64,14,16172.0,342,59,0.17,1.08,2.89,73,1.14,252.69,273.69,21.0,0.1,2,0,0.8996,0.1004
741,0,cab85505710c7cb9b720bceb52b01cee,SP,201,6,11145.0,690,171,0.25,1.18,4.35,204,1.01,55.45,69.51,14.06,0.02,2,0,0.9299,0.0701
742,1,"""2a84855fd20af891be03bc5924d2b453""",MG,155,5,15002.0,244,105,0.43,1.48,4.28,159,1.03,96.79,117.95,21.16,0.03,2,0,0.8556,0.1444
743,1,dc120d932ddf9d4dfb6fd68beefda622,PR,1,131,130.0,1,1,1.0,1.0,2.5,1,1.0,130.0,144.0,14.0,0.0,6,1,0.0158,0.9842
744,1,"""7357b52d27cbaa90f81a96cbc1279396""",MG,12,12,1328.0,100,12,0.12,1.0,3.5,12,1.0,110.67,128.83,18.17,0.08,4,0,0.7008,0.2992
745,1,a89e143d5211473ae18db9577ee34b64,SP,1,456,70.0,1,1,1.0,1.0,2.5,1,1.0,70.0,80.0,10.0,0.0,-3,1,0.0087,0.9913
746,1,"""8c5e007d7bd5693fa1386ffefbc99f6c""",SP,9,14,1029.0,77,7,0.09,1.29,5.0,24,2.67,114.33,156.0,41.67,0.0,2,0,0.7504,0.2496
747,0,d94a40fd42351c259927028d163af842,MG,100,26,13673.0,380,83,0.22,1.2,4.1,109,1.09,136.73,170.19,33.46,0.04,3,0,0.8944,0.1056
748,0,"""903037660cf848a717166eb7a06d616e""",SP,44,19,7937.0,568,42,0.07,1.05,3.83,59,1.34,180.39,205.05,24.66,0.15,3,0,0.9195,0.0805
749,0,"""6ec1a01e866584bb679eb9b098345919""",SP,30,10,3998.0,415,30,0.07,1.0,4.33,31,1.03,133.27,159.8,26.53,0.23,4,0,0.8296,0.1704
750,1,c64a2aec32cc408a8a4c6d7c46017f91,RS,9,201,3224.0,83,8,0.1,1.12,3.5,9,1.0,358.22,403.33,45.11,0.0,0,1,0.2155,0.7845
751,0,"""282f23a9769b2690c5dda22e316f9941""",MG,98,11,6471.0,406,86,0.21,1.14,4.54,109,1.11,66.03,85.07,19.04,0.05,2,0,0.9205,0.0795
752,0,"""3d871de0142ce09b7081e2b9d1733cb1""",SP,1064,6,93445.0,541,389,0.72,2.74,4.13,1131,1.06,87.82,108.68,20.85,0.06,3,0,0.9649,0.0351
753,1,"""4eeb99008a0f59d2c7759c59f9a346eb""",SP,2,77,1282.0,56,2,0.04,1.0,5.0,2,1.0,641.0,660.5,19.5,0.0,2,1,0.25,0.75
754,1,"""966cb4760537b1404caedd472cc610a5""",SP,67,26,45929.0,143,56,0.39,1.2,4.29,67,1.0,685.51,708.04,22.54,0.03,4,0,0.8567,0.1433
755,1,"""45c20d94d9171b0bcfab3c955e47d67b""",SP,4,369,129.0,118,4,0.03,1.0,4.0,4,1.0,32.25,52.5,20.25,0.0,4,1,0.4433,0.5567
756,0,ac3508719a1d8f5b7614b798f70af136,RS,101,27,12459.0,440,86,0.2,1.17,4.37,101,1.0,123.36,152.68,29.33,0.03,4,0,0.8744,0.1256
757,0,"""8bd0f31cf0a614c658f6763bd02dea69""",SP,33,17,4456.0,576,32,0.06,1.03,4.29,35,1.06,135.03,164.36,29.33,0.03,5,0,0.9339,0.0661
758,1,"""42d4b7e70819438f5ada61c965e92d7e""",GO,1,167,49.0,1,1,1.0,1.0,2.5,3,3.0,49.0,99.0,50.0,0.0,-3,1,0.0195,0.9805
759,1,"""59bbc819b99a733f02f0d6b49d1c253d""",SP,2,67,140.0,51,2,0.04,1.0,2.5,2,1.0,70.0,81.5,11.5,0.0,6,1,0.4472,0.5528
760,1,"""1acde099eb406aa220b1169b188b42da""",SP,9,299,312.0,58,9,0.16,1.0,4.67,10,1.11,34.67,50.89,16.22,0.0,4,1,0.0963,0.9037
761,1,e64882b4ef12aee8d0faca4db5b681f4,GO,1,233,230.0,1,1,1.0,1.0,4.0,2,2.0,230.0,274.0,44.0,0.0,2,1,0.0197,0.9803
762,1,"""6d1b9c9579132c87d2703ec38c30f2c5""",PR,4,429,300.0,129,4,0.03,1.0,3.0,4,1.0,75.0,92.0,17.0,0.0,3,1,0.4464,0.5536
763,1,"""0f519b0d2e5eb2227c93dd25038bfc01""",SP,1,584,80.0,1,1,1.0,1.0,2.5,1,1.0,80.0,103.0,23.0,0.0,1,1,0.0187,0.9813
764,1,"""19a7c9f66ffa6452ff4b4c0cca71da27""",PR,1,338,279.0,1,1,1.0,1.0,2.5,1,1.0,279.0,339.0,60.0,0.0,1,1,0.0199,0.9801
765,1,bf84056e679dbe9c69929847a40e338f,SP,35,127,1915.0,70,20,0.29,1.75,4.5,38,1.09,54.71,67.26,12.54,0.08,1,1,0.4815,0.5185
766,1,"""951e8cef368f09bb3f3d03c00ca4702c""",SP,62,12,3994.0,129,50,0.39,1.24,4.29,69,1.11,64.42,86.31,21.89,0.09,3,0,0.922,0.078
767,1,"""5e49e3a44bdeb5aab2684258bbd4f525""",SC,3,172,507.0,92,3,0.03,1.0,2.5,3,1.0,169.0,186.33,17.33,0.33,4,1,0.3598,0.6402
768,1,eb5b6204dde3a6e03b5f1bb8479f055b,SP,19,84,452.0,178,17,0.1,1.12,3.22,21,1.11,23.79,38.16,14.37,0.05,3,0,0.6971,0.3029
769,1,"""1099a00e0ee3a50935e6c2447ca090c5""",RJ,3,244,850.0,55,3,0.05,1.0,4.5,3,1.0,283.33,303.67,20.33,0.33,-1,1,0.0783,0.9217
770,1,abbf6046bbdf1028606a5bc7f00c99e7,SC,6,124,1866.0,99,6,0.06,1.0,4.67,6,1.0,311.0,332.17,21.17,0.0,3,0,0.5705,0.4295
771,0,"""1f9ab4708f3056ede07124aad39a2554""",SP,76,90,13320.0,493,71,0.14,1.07,4.03,77,1.01,175.26,206.59,31.33,0.05,2,0,0.9447,0.0553
772,1,f09b760d23495ac9a7e00d29b769007c,SP,1,697,22.0,1,1,1.0,1.0,4.0,1,1.0,22.0,39.0,17.0,0.0,0,1,0.0082,0.9918
773,1,d4f117125b59ce73c3302f88ee40c458,SP,17,22,784.0,251,16,0.06,1.06,4.75,17,1.0,46.12,58.71,12.59,0.0,3,0,0.6623,0.3377
774,0,"""1e8b33f18b4f7598d87f5cbee2282cc2""",SP,122,7,17254.0,283,86,0.3,1.42,4.15,139,1.14,141.43,163.51,22.08,0.04,3,0,0.8417,0.1583
775,1,bb3dca718920a4d7ec3cc9ffb025108b,SP,2,565,108.0,7,2,0.29,1.0,5.0,3,1.5,54.0,101.0,47.0,0.0,2,1,0.0213,0.9787
776,1,"""8629a7efec1aab257e58cda559f03ba7""",GO,1,199,45.0,1,1,1.0,1.0,1.0,1,1.0,45.0,64.0,19.0,1.0,-19,1,0.0119,0.9881
777,0,e48b04bf1aa1ef711caebeb7aede6180,PR,25,34,3190.0,552,25,0.05,1.0,4.29,25,1.0,127.6,153.36,25.76,0.0,4,0,0.9568,0.0432
778,1,"""3fd1e727ba94cfe122d165e176ce7967""",SP,35,152,2751.0,125,29,0.23,1.21,3.88,36,1.03,78.6,94.17,15.57,0.19,3,0,0.6683,0.3317
779,2,abe021b01ba992245271b9aa422032df,PR,2,481,6720.0,96,2,0.02,1.0,2.5,2,1.0,3360.0,3419.0,59.0,0.0,6,1,0.2427,0.7573
780,1,"""1dd33b8119b3cb1056ed5dc88cd0aaf4""",SP,8,201,1513.0,97,8,0.08,1.0,4.25,8,1.0,189.12,205.25,16.12,0.12,4,0,0.5047,0.4953
781,0,bb135baca94c82fcb731335ad5b04a03,SP,18,22,1053.0,569,18,0.03,1.0,1.88,38,2.11,58.5,84.83,26.33,0.0,5,0,0.9526,0.0474
782,1,"""03bd479e1d9484cdb14104d3023f7321""",MG,3,41,360.0,77,3,0.04,1.0,4.0,3,1.0,120.0,139.33,19.33,0.33,3,1,0.4252,0.5748
783,1,f43827dd686be3a4a80e00aa299990fb,SP,1,220,96.0,1,1,1.0,1.0,2.0,2,2.0,96.0,126.0,30.0,0.0,1,1,0.0181,0.9819
784,1,ed4311e67debd72b8610a5347a743087,SP,25,6,3636.0,258,22,0.09,1.14,4.7,26,1.04,145.44,173.76,28.32,0.08,1,0,0.7498,0.2502
785,1,aa8af66c623d7d544dfe4bb85b5ebe3b,MG,1,92,99.0,1,1,1.0,1.0,2.5,1,1.0,99.0,115.0,16.0,0.0,-1,1,0.0113,0.9887
786,1,ebd1417732defaf66c50b5a800eb293e,PR,1,524,309.0,1,1,1.0,1.0,2.5,1,1.0,309.0,325.0,16.0,0.0,9,1,0.0139,0.9861
787,1,"""38e6dada03429a47197d5d584d793b41""",SP,7,309,595.0,54,7,0.13,1.0,5.0,12,1.71,85.0,114.71,29.71,0.42,-1,1,0.0997,0.9003
788,0,"""5b664594895aefb418afaee6d40a9a23""",RJ,16,29,1011.0,568,15,0.03,1.07,4.71,22,1.38,63.19,77.25,14.06,0.0,1,0,0.9623,0.0377
789,0,da8622b14eb17ae2831f4ac5b9dab84a,SP,1311,6,161439.0,570,430,0.75,3.05,4.03,1558,1.19,123.14,142.27,19.12,0.07,3,0,0.9766,0.0234
790,1,"""8c3b533c63cca56240f94f1e3a6b18ef""",MG,3,475,1850.0,101,3,0.03,1.0,1.0,5,1.67,616.67,820.67,204.0,0.8,-10,0,0.5128,0.4872
791,1,"""48fb026ed7455a42f5d3e9390ed5088e""",RJ,9,370,490.0,98,9,0.09,1.0,2.5,9,1.0,54.44,75.67,21.22,0.0,3,0,0.6081,0.3919
792,1,c7fdb77fdbff3c41981bc52f787e959e,SP,9,44,658.0,193,9,0.05,1.0,5.0,11,1.22,73.11,91.56,18.44,0.18,0,1,0.4409,0.5591
793,0,"""52f9db5cfb423382a2fa5c9e39303202""",SP,21,30,1221.0,271,18,0.07,1.17,4.71,22,1.05,58.14,74.57,16.43,0.0,4,0,0.7657,0.2343
794,0,"""02ecc2a19303f05e59ce133fd923fff7""",SP,21,11,5265.0,432,20,0.05,1.05,4.7,24,1.14,250.71,273.33,22.62,0.0,4,0,0.772,0.228
795,1,eb4a59a06b3948e851a7d7a830bcbc42,BA,1,188,32.0,1,1,1.0,1.0,5.0,1,1.0,32.0,53.0,21.0,0.0,5,1,0.015,0.985
796,1,"""2379bdc3888025689a9deb7b141507d5""",SP,9,30,1000.0,186,9,0.05,1.0,5.0,9,1.0,111.11,125.11,14.0,0.33,5,1,0.3842,0.6158
797,1,a99504ac23ed125aaf5302af6cc30af9,SP,1,323,978.0,1,1,1.0,1.0,2.5,1,1.0,978.0,1025.0,47.0,0.0,2,1,0.0243,0.9757
798,1,"""65c255b299faf2d12050937cc219c46c""",SP,2,366,88.0,39,2,0.05,1.0,2.5,2,1.0,44.0,55.0,11.0,0.0,4,1,0.0541,0.9459
799,1,"""6902157ee16728322d61a1321fa79e58""",SP,2,331,160.0,15,2,0.13,1.0,2.5,2,1.0,80.0,95.5,15.5,0.0,7,1,0.0272,0.9728
800,0,"""5b67882648febfb6e1225e6ad7164f6b""",PR,27,21,6814.0,401,24,0.06,1.12,4.25,30,1.11,252.37,275.26,22.89,0.03,4,0,0.7993,0.2007
801,0,b33e7c55446eabf8fe1a42d037ac7d6d,SP,149,19,44222.0,310,94,0.3,1.59,4.0,152,1.02,296.79,314.66,17.87,0.13,3,0,0.9015,0.0985
802,1,"""9bc484c87d79cd4874e05ca182658045""",SP,8,123,971.0,162,8,0.05,1.0,3.0,8,1.0,121.38,134.38,13.0,0.25,3,1,0.4747,0.5253
803,1,f419677537694f0462a91990df6ca44f,SP,6,173,221.0,78,6,0.08,1.0,5.0,6,1.0,36.83,50.0,13.17,0.17,-1,1,0.2093,0.7907
804,1,e88165a185134e13fdfc85d4fa654db8,SP,2,76,108.0,33,2,0.06,1.0,2.5,2,1.0,54.0,74.5,20.5,0.5,6,1,0.0981,0.9019
805,0,e48cc16ab70bfa09e1401740dce0b3d7,SP,14,81,1085.0,383,14,0.04,1.0,3.83,17,1.21,77.5,100.71,23.21,0.12,2,0,0.8043,0.1957
806,0,a1043bafd471dff536d0c462352beb48,MG,702,9,99313.0,558,316,0.57,2.22,4.21,752,1.07,141.47,185.79,44.32,0.06,3,0,0.97,0.03
807,1,ff314fa6033cc68ec451c47aee2d6ba4,SP,2,472,538.0,115,2,0.02,1.0,2.5,2,1.0,269.0,285.5,16.5,0.0,0,1,0.0891,0.9109
808,1,"""4aba6a02a788d3ec81c03137144d9a80""",SC,1,230,90.0,1,1,1.0,1.0,2.5,1,1.0,90.0,105.0,15.0,0.0,5,1,0.0162,0.9838
809,1,a61cc04793308395a840807104365121,SP,1,122,15.0,1,1,1.0,1.0,2.5,1,1.0,15.0,39.0,24.0,0.0,6,1,0.0156,0.9844
810,1,"""4bf658053d453036c70976bccb2c31b2""",SP,2,473,1743.0,33,2,0.06,1.0,5.0,2,1.0,871.5,912.5,41.0,0.0,-8,1,0.0378,0.9622
811,1,a353b1083c9863d756d9404695016d64,ES,1,270,120.0,1,1,1.0,1.0,2.5,1,1.0,120.0,137.0,17.0,0.0,0,1,0.011,0.989
812,1,e26901d5ab434ce92fd9b5c256820a4e,SP,197,356,11623.0,226,122,0.54,1.61,4.05,215,1.09,59.0,73.68,14.68,0.02,4,0,0.7036,0.2964
813,1,cb32766839f443db85c82a43c4a6c19e,SP,2,554,234.0,17,2,0.12,1.0,2.5,2,1.0,117.0,133.0,16.0,0.0,0,1,0.0226,0.9774
814,1,"""8c351ed7c326c62123318f4f3246e906""",SP,2,14,115.0,236,2,0.01,1.0,2.5,2,1.0,57.5,75.5,18.0,0.0,5,1,0.3862,0.6138
815,1,fa5fdc4e4bb6bd1009ad0e4ac4096562,SP,1,693,162.0,1,1,1.0,1.0,2.5,1,1.0,162.0,195.0,33.0,0.0,0,1,0.014,0.986
816,1,"""8936ba0de1073ee888cb3185ae5dc661""",SP,1,514,390.0,1,1,1.0,1.0,5.0,1,1.0,390.0,412.0,22.0,0.0,2,1,0.0231,0.9769
817,0,"""1127b7f2594683f2510f1c2c834a486b""",SP,110,11,6664.0,546,92,0.17,1.2,3.95,128,1.16,60.58,76.7,16.12,0.06,3,0,0.9725,0.0275
818,0,c9c7905cffc4ef9ff9f113554423e671,SP,127,13,10663.0,446,101,0.23,1.26,4.19,139,1.09,83.96,100.59,16.63,0.12,3,0,0.91,0.09
819,0,eed78ac17f7f795a19a709745f00cd4e,SP,22,47,4360.0,352,22,0.06,1.0,2.17,56,2.55,198.18,236.64,38.45,0.0,2,0,0.8412,0.1588
820,1,"""7a91bf945c6fae0779f1c61ce97fe45c""",RJ,4,339,635.0,75,3,0.04,1.33,4.0,4,1.0,158.75,175.0,16.25,0.25,2,1,0.4554,0.5446
821,1,"""8f0fbe2cd4d472157dc1cdef6edecaa9""",SP,2,357,72.0,59,2,0.03,1.0,2.5,2,1.0,36.0,47.5,11.5,0.0,3,1,0.1019,0.8981
822,1,"""8185694b58b2ba6de20fd41ae608bbea""",SP,8,20,1373.0,158,7,0.04,1.14,4.25,8,1.0,171.62,200.5,28.88,0.0,2,0,0.656,0.344
823,1,"""804287717b9156fb7a787acd9af4fac1""",PR,1,453,19.0,1,1,1.0,1.0,5.0,1,1.0,19.0,34.0,15.0,0.0,7,1,0.0112,0.9888
824,0,"""70b52a4cfc823994561b00bad161b4ed""",SP,8,47,590.0,513,8,0.02,1.0,4.33,10,1.25,73.75,86.5,12.75,0.0,12,0,0.8891,0.1109
825,1,e0b162a693bc7f9eab00f783a31d60ea,RS,1,122,20.0,1,1,1.0,1.0,5.0,1,1.0,20.0,50.0,30.0,0.0,6,1,0.0164,0.9836
826,1,"""94e93ce877be27a515118dbfd2c2be41""",SP,29,355,5440.0,150,26,0.17,1.12,4.38,34,1.17,187.59,217.03,29.45,0.0,2,0,0.7168,0.2832
827,1,"""4d9fea3499bdc22aa4da4e339365f215""",SP,2,60,193.0,139,2,0.01,1.0,5.0,2,1.0,96.5,111.5,15.0,0.0,4,0,0.5414,0.4586
828,2,"""491a5ada3aa1678414e990262c4bbdc1""",SP,1,516,1420.0,1,1,1.0,1.0,5.0,1,1.0,1420.0,1436.0,16.0,0.0,6,1,0.0193,0.9807
829,1,"""0b0ddbc7b9d9584f442c7ac92b0ff6c9""",SP,3,90,1417.0,68,3,0.04,1.0,5.0,3,1.0,472.33,517.0,44.67,0.0,3,0,0.5667,0.4333
830,0,c0563dd588b775f2e37747ef6ad6c92c,SP,28,13,3700.0,540,27,0.05,1.04,4.14,28,1.0,132.14,146.46,14.32,0.11,3,0,0.9385,0.0615
831,1,"""7963e546f34e098b578f9ad102494601""",SP,1,300,61.0,1,1,1.0,1.0,5.0,1,1.0,61.0,82.0,21.0,0.0,6,1,0.02,0.98
832,0,"""406822777a0b9eb5c50e442dd4cd3ec5""",SP,44,11,3553.0,296,38,0.13,1.16,4.3,46,1.05,80.75,101.2,20.45,0.13,3,0,0.8895,0.1105
833,1,"""8a130737016f838139d31878787a39c9""",SP,56,45,4211.0,226,43,0.19,1.3,4.0,62,1.11,75.2,90.21,15.02,0.06,3,0,0.836,0.164
834,1,"""062c325cd6a2b87845fab56b4ec2eeae""",SP,2,33,133.0,87,2,0.02,1.0,2.5,2,1.0,66.5,78.5,12.0,0.0,3,1,0.4891,0.5109
835,1,"""5a6a02f419701fc8c605af71d4fc57a4""",SP,10,10,602.0,103,8,0.08,1.25,5.0,11,1.1,60.2,71.4,11.2,0.09,3,0,0.6414,0.3586
836,1,a36ac007a4d18f865c8d32c3b2402c2d,SP,8,362,1230.0,228,7,0.03,1.14,3.5,8,1.0,153.75,173.88,20.12,0.0,1,1,0.4124,0.5876
837,1,"""92c8bc6e8f925792247656fed09aad65""",SP,2,357,135.0,13,2,0.15,1.0,5.0,2,1.0,67.5,81.0,13.5,0.5,4,1,0.0339,0.9661
838,1,c4d51195486dc781531876a7d00453d8,SP,17,90,11471.0,67,14,0.21,1.21,4.0,17,1.0,674.76,708.12,33.35,0.29,4,0,0.75,0.25
839,1,"""406740ee611378a662d274c7d8c43c4a""",ES,8,143,1790.0,37,8,0.22,1.0,1.0,10,1.25,223.75,246.5,22.75,0.2,3,1,0.0399,0.9601
840,1,c353f8fc0ce8344999f17d578eb69a5e,RS,2,572,176.0,17,2,0.12,1.0,2.5,2,1.0,88.0,106.5,18.5,0.0,2,1,0.0564,0.9436
841,1,a4b6b9b992b46e9ef863637af96e04bc,SC,5,429,4914.0,101,5,0.05,1.0,1.0,7,1.4,982.8,1021.6,38.8,0.14,4,1,0.4703,0.5297
842,1,"""7df1fc11cc5cbc518b39faa60cf5d67c""",MS,5,41,1038.0,102,5,0.05,1.0,5.0,5,1.0,207.6,234.4,26.8,0.0,2,0,0.6561,0.3439
843,1,b0b346d3a89f5eb4c2968af3f083cd43,SP,9,31,469.0,263,9,0.03,1.0,5.0,9,1.0,52.11,70.0,17.89,0.44,2,0,0.7392,0.2608
844,1,"""41b86b552e54e3a7009596125aa8b167""",SP,10,511,1598.0,22,7,0.32,1.43,5.0,11,1.1,159.8,183.2,23.4,0.0,2,1,0.1005,0.8995
845,1,e546117ed9cafbc40239c0c78635c584,SP,2,11,456.0,122,2,0.02,1.0,2.5,2,1.0,228.0,242.0,14.0,0.0,5,1,0.3196,0.6804
846,1,"""2d518637f53161b973e01f56ea4bb88e""",SP,13,34,1220.0,110,11,0.1,1.18,4.83,13,1.0,93.85,118.54,24.69,0.0,4,0,0.798,0.202
847,1,"""723cd880edaacdb998898b67c8f9da30""",SP,11,14,2137.0,147,10,0.07,1.1,3.8,12,1.09,194.27,231.82,37.55,0.08,2,0,0.7917,0.2083
848,1,b2f4d63c7203f539a78252565ca32257,RJ,1,359,15.0,1,1,1.0,1.0,2.5,1,1.0,15.0,36.0,21.0,0.0,2,1,0.018,0.982
849,1,b8555308bfdb4ca1ed54325a58da9a97,SP,26,10,3050.0,255,24,0.09,1.08,4.67,28,1.08,117.31,139.73,22.42,0.07,3,0,0.798,0.202
850,1,"""3092c0b297aacfb4bb6e056ebe13b9b8""",SP,16,66,1186.0,163,15,0.09,1.07,4.2,17,1.06,74.12,93.75,19.62,0.0,16,0,0.6906,0.3094
851,1,"""6187a137b2af59dfdbad8d9f8c373c14""",SP,2,240,75.0,37,2,0.05,1.0,2.5,2,1.0,37.5,52.5,15.0,0.0,1,1,0.0464,0.9536
852,1,"""4cc43a222a0f94910728b62b97a8c5f8""",SP,1,215,109.0,1,1,1.0,1.0,3.0,1,1.0,109.0,121.0,12.0,0.0,4,1,0.0211,0.9789
853,0,"""113e3a788b935f48aad63e1c41dac1bd""",SP,39,16,855.0,393,34,0.09,1.15,4.45,48,1.23,21.92,39.54,17.62,0.04,6,0,0.6877,0.3123
