,Unnamed: 0,seller_state_,review_score_mean,ticket_medio,products_by_orders,dias_na_base,perc_atividade,inativo,Label,Score
395,395,7,3.0,109.42,1.0,1,100.0,1,1,0.8031
396,396,14,3.5,104.69,1.5,24,16.67,1,1,0.6947
397,397,21,3.6666666666666665,277.09,1.0,56,5.36,0,1,0.6633
398,398,21,4.085714285714285,172.38,1.09,532,6.02,0,0,0.9795
399,399,21,3.654320987654321,127.36,1.21,525,12.57,0,0,0.9722
400,400,18,4.090909090909091,76.15,1.0,278,3.96,0,0,0.553
401,401,21,4.0,125.07,1.11,185,4.86,0,0,0.5371
402,402,21,3.96551724137931,168.55,1.03,316,8.23,0,0,0.6264
403,403,21,3.8846153846153846,211.33,1.13,154,12.99,0,0,0.6358
404,404,21,4.304347826086956,186.1,1.12,128,25.78,0,0,0.7178
405,405,21,5.0,61.5,1.17,62,8.06,1,1,0.5978
406,406,21,3.789473684210526,260.49,1.18,393,11.7,0,0,0.6654
407,407,7,4.333333333333333,206.82,1.5,52,3.85,1,1,0.5776
408,408,15,4.342857142857143,404.9,1.0,36,55.56,0,0,0.717
409,409,21,1.0,894.4,1.0,3,66.67,1,1,0.7695
410,410,21,3.852941176470588,260.62,1.48,365,6.3,1,0,0.5473
411,411,21,5.0,121.51,1.0,1,100.0,0,1,0.6883
412,412,3,4.75,143.77,1.0,15,26.67,1,0,0.5628
413,413,15,3.6666666666666665,214.57,1.0,40,7.5,0,1,0.6838
414,414,21,4.5,45.04,1.0,98,2.04,1,1,0.6972
415,415,11,5.0,412.12,1.0,1,100.0,1,1,0.6915
416,416,21,3.9943181818181817,247.01,1.12,521,26.68,0,0,0.976
417,417,21,2.4,1301.74,1.0,243,2.06,0,1,0.6159
418,418,21,3.75,213.98,1.33,470,0.64,0,0,0.847
419,419,14,4.5,62.16,1.0,230,0.87,0,0,0.668
420,420,21,4.4,178.19,1.0,83,6.02,0,1,0.507
421,421,14,4.75,733.85,1.0,132,7.58,0,0,0.593
422,422,14,5.0,71.45,1.0,1,100.0,0,1,0.6885
423,423,21,4.274285714285714,110.3,1.29,523,21.41,0,0,0.9712
424,424,21,4.333333333333333,191.54,1.0,81,3.7,0,0,0.5231
425,425,7,3.7262773722627736,1034.49,1.76,386,30.31,1,0,0.5976
426,426,21,4.34,47.19,1.02,446,11.21,0,0,0.6588
427,427,21,2.6666666666666665,122.27,1.2,324,1.54,1,1,0.6639
428,428,21,4.0,101.62,1.12,45,33.33,1,0,0.6295
429,429,21,4.417391304347826,178.07,1.1,515,19.03,0,0,0.9803
430,430,19,4.3,678.79,2.5,366,1.09,0,1,0.5772
431,431,21,4.555555555555555,167.48,1.2,103,13.59,0,0,0.5852
432,432,21,5.0,57.56,1.0,22,9.09,0,0,0.5614
433,433,21,5.0,546.55,1.0,1,100.0,0,1,0.6104
434,434,21,4.666666666666667,82.98,1.0,245,4.9,0,0,0.6282
435,435,21,5.0,169.81,2.0,9,33.33,0,0,0.6049
436,436,21,4.4,478.5,1.25,44,9.09,0,1,0.5801
437,437,14,4.181818181818182,113.62,1.1,224,4.02,0,0,0.5003
438,438,21,5.0,191.17,1.33,21,14.29,0,0,0.5735
439,439,21,4.5,106.56,1.14,251,2.39,1,1,0.639
440,440,14,4.6923076923076925,64.4,1.08,143,6.99,0,0,0.5558
441,441,14,4.351351351351352,208.35,1.09,360,8.61,0,0,0.7259
442,442,21,4.0,56.47,1.0,22,18.18,0,1,0.507
443,443,21,2.555555555555556,216.12,1.5,155,7.74,0,1,0.5547
444,444,21,5.0,154.78,1.0,1,100.0,0,1,0.6554
445,445,15,3.0,40.38,1.0,2,100.0,0,1,0.7326
446,446,21,3.736842105263158,682.37,1.12,517,2.9,0,0,0.9748
447,447,21,5.0,111.76,1.0,1,100.0,1,1,0.6883
448,448,21,2.652173913043478,233.46,1.88,558,4.3,0,0,0.9784
449,449,21,2.294117647058824,553.72,3.4,144,3.47,1,1,0.5055
450,450,21,4.0,118.59,1.0,1,100.0,0,1,0.7301
451,451,21,4.185185185185185,156.76,1.0,103,20.39,0,0,0.7039
452,452,21,4.0,174.76,1.6,253,8.3,1,0,0.5978
453,453,21,3.9375,142.8,1.03,284,10.21,1,0,0.7074
454,454,7,3.9130434782608696,220.62,1.48,194,14.95,0,0,0.5421
455,455,21,4.125,56.53,1.0,192,4.17,1,1,0.5004
456,456,21,4.428571428571429,1566.98,1.6,14,28.57,1,1,0.5505
457,457,7,4.321428571428571,131.44,1.14,406,21.43,0,0,0.7292
458,458,21,4.5,47.14,1.0,54,11.11,0,0,0.6314
459,459,18,5.0,1038.9,1.0,1,100.0,0,1,0.5696
460,460,21,4.592,184.02,1.15,186,36.02,0,0,0.8783
461,461,7,5.0,47.04,1.0,1,100.0,0,1,0.7005
462,462,21,5.0,90.12,1.0,98,3.06,0,1,0.5357
463,463,21,4.0,127.2,3.0,1,100.0,1,1,0.7545
464,464,21,4.666666666666667,149.49,1.0,337,1.48,1,1,0.6538
465,465,21,4.0,42.34,1.0,112,22.32,0,0,0.7335
466,466,21,5.0,160.94,1.5,25,8.0,1,1,0.5793
467,467,3,5.0,261.98,1.12,98,6.12,1,1,0.508
468,468,21,4.666666666666667,49.86,1.07,327,3.67,0,0,0.5763
469,469,21,5.0,74.81,1.0,85,2.35,0,1,0.6037
470,470,14,5.0,122.09,1.0,36,19.44,0,0,0.6422
471,471,2,3.0,242.67,1.0,1,100.0,0,1,0.7723
472,472,18,5.0,417.1,2.0,1,100.0,0,1,0.687
473,473,7,4.75,139.73,1.0,51,7.84,0,1,0.5317
474,474,19,4.0,102.83,1.0,80,6.25,1,1,0.5435
475,475,7,3.04,93.33,1.06,566,7.6,0,0,0.9718
476,476,21,4.333333333333333,3232.45,1.5,8,25.0,0,1,0.5519
477,477,21,3.345238095238096,334.42,1.65,290,14.83,0,0,0.5799
478,478,3,1.0,528.48,2.0,1,100.0,1,1,0.843
479,479,7,4.303571428571429,436.47,1.22,410,10.49,0,0,0.7032
480,480,21,3.6818181818181817,248.28,1.29,158,10.76,1,0,0.5521
481,481,19,4.0,79.74,1.07,481,5.82,0,0,0.8041
482,482,21,5.0,762.96,2.0,1,100.0,0,1,0.6592
483,483,14,3.333333333333333,64.01,1.0,28,10.71,1,1,0.6934
484,484,21,4.0,114.8,1.1,213,21.6,0,0,0.716
485,485,7,4.372670807453416,127.45,1.05,245,44.49,0,0,0.8575
486,486,15,3.1818181818181817,78.11,1.1,273,3.66,0,0,0.5295
487,487,18,4.5,100.7,1.0,62,3.23,0,1,0.5229
488,488,3,5.0,406.47,1.0,228,4.82,1,0,0.611
489,489,21,4.142857142857143,133.6,1.0,174,4.02,1,1,0.5004
490,490,7,3.787878787878788,1194.86,1.5,517,4.06,0,0,0.9721
491,491,7,5.0,297.25,1.33,98,3.06,1,1,0.6808
492,492,21,3.1666666666666665,180.72,1.2,64,7.81,0,1,0.6615
493,493,21,4.385964912280702,621.73,1.1,445,10.11,0,0,0.5858
494,494,1,5.0,363.79,1.0,1,100.0,1,1,0.7801
495,495,21,4.25,36.19,1.0,218,1.38,1,1,0.8419
496,496,21,3.8333333333333335,140.05,1.0,131,4.58,0,1,0.5004
497,497,7,5.0,274.13,1.17,268,2.24,1,1,0.6707
498,498,21,5.0,107.9,1.0,1,100.0,1,1,0.6883
499,499,19,4.176470588235294,156.69,1.06,530,2.83,0,0,0.9743
500,500,14,3.875,82.65,1.14,132,5.3,0,0,0.5207
501,501,15,4.15625,1869.17,1.07,285,10.18,0,0,0.7482
502,502,7,5.0,57.51,1.0,1,100.0,1,1,0.7005
503,503,18,3.0,68.35,1.0,1,100.0,0,1,0.8039
504,504,21,2.888888888888889,76.69,1.29,169,4.14,1,1,0.606
505,505,7,3.6666666666666665,310.06,1.0,34,8.82,0,1,0.7361
506,506,21,4.6,347.51,1.25,329,3.65,0,1,0.5132
507,507,7,5.0,359.91,1.0,1,100.0,1,1,0.7447
508,508,14,4.5,26.14,1.0,122,1.64,1,1,0.8039
509,509,4,5.0,129.64,1.0,1,100.0,1,1,0.7024
510,510,21,3.9585798816568047,106.03,1.39,326,29.45,0,0,0.6735
511,511,14,2.333333333333333,114.36,1.5,4,50.0,1,1,0.7203
512,512,7,4.25,314.95,1.33,165,3.64,0,1,0.5669
513,513,21,4.0,119.7,1.0,1,100.0,0,1,0.7301
514,514,14,5.0,119.69,1.0,1,100.0,0,1,0.6832
515,515,15,3.6666666666666665,125.8,1.0,17,17.65,1,1,0.737
516,516,21,4.909090909090909,60.24,1.38,79,10.13,0,0,0.5978
517,517,21,4.125,265.83,1.0,277,5.42,0,0,0.6096
518,518,21,5.0,168.63,1.0,1,100.0,1,1,0.6681
519,519,19,5.0,727.22,1.0,35,5.71,1,1,0.5535
520,520,5,4.071428571428571,142.71,1.4,46,21.74,0,0,0.5972
521,521,21,3.6,106.48,1.19,346,10.69,0,0,0.6221
522,522,21,4.923076923076923,118.44,1.0,109,10.09,0,0,0.688
523,523,21,5.0,55.96,2.0,1,100.0,1,1,0.7159
524,524,21,4.5,172.08,1.0,17,11.76,0,0,0.5916
525,525,21,4.166666666666667,296.26,1.33,46,17.39,0,0,0.584
526,526,14,3.0,409.45,1.33,62,4.84,1,1,0.6795
527,527,9,4.375,188.96,1.04,346,8.96,0,0,0.7433
528,528,21,3.769230769230769,155.18,1.86,101,5.94,1,1,0.6029
529,529,21,4.275862068965517,274.67,1.21,240,10.0,0,0,0.6052
530,530,21,3.7916666666666665,165.59,1.33,265,6.42,1,0,0.5288
531,531,21,4.128491620111732,96.42,1.12,403,31.02,0,0,0.8457
532,532,14,2.0,65.93,1.0,1,100.0,1,1,0.7829
533,533,7,3.6,218.02,1.07,527,2.66,0,0,0.9743
534,534,21,4.5,92.37,1.0,50,14.0,0,0,0.6135
535,535,21,4.05,155.87,1.1,537,21.04,0,0,0.978
536,536,21,3.333333333333333,40.34,1.0,62,9.68,0,1,0.5166
537,537,21,2.8149999999999995,250.53,1.09,164,30.49,0,0,0.7499
538,538,18,1.6666666666666667,194.12,1.5,50,4.0,1,1,0.6213
539,539,21,4.0,81.21,1.0,13,23.08,1,1,0.5318
540,540,21,4.333333333333333,26.23,1.0,8,37.5,1,1,0.6375
541,541,19,5.0,64.1,1.0,1,100.0,1,1,0.6885
542,542,21,4.125,164.98,1.14,208,3.37,1,0,0.5115
543,543,19,5.0,71.66,1.0,1,100.0,1,1,0.6885
544,544,19,5.0,147.35,1.0,1,100.0,1,1,0.7275
545,545,21,4.909090909090909,46.09,1.1,44,15.91,1,0,0.5293
546,546,4,4.2,111.07,1.25,80,5.0,1,1,0.5966
547,547,4,3.333333333333333,486.95,1.0,551,0.54,0,0,0.9843
548,548,21,4.357142857142857,55.73,1.08,170,7.65,1,0,0.5298
549,549,21,4.5,85.92,1.0,33,6.06,1,1,0.6066
550,550,21,5.0,198.76,2.0,82,2.44,0,1,0.5943
551,551,15,4.8,152.26,1.0,309,1.62,0,1,0.6111
552,552,19,4.777777777777778,706.1,1.0,183,4.92,1,0,0.5617
553,553,14,4.714285714285714,279.3,1.0,192,3.65,1,0,0.5376
554,554,21,4.557894736842106,75.86,1.09,191,35.08,0,0,0.8691
555,555,21,4.444444444444445,174.38,1.29,112,6.25,0,1,0.5007
556,556,21,4.306451612903226,205.48,1.11,356,14.33,1,0,0.7393
557,557,18,3.5806451612903225,920.33,1.72,226,7.08,0,1,0.5517
558,558,21,4.142857142857143,111.35,1.31,163,9.2,0,0,0.5937
559,559,21,4.163043478260869,127.67,1.3,539,11.5,0,0,0.9731
560,560,21,4.7727272727272725,104.18,1.29,175,9.14,0,0,0.6203
561,561,15,1.4,360.08,1.0,221,2.26,1,1,0.7039
562,562,21,3.375,96.96,1.14,176,3.98,0,1,0.5705
563,563,7,4.510204081632653,281.61,1.17,572,7.17,0,0,0.9691
564,564,21,4.564102564102564,101.3,1.08,74,41.89,0,0,0.8423
565,565,21,3.935483870967742,117.49,1.22,563,8.35,0,0,0.97
566,566,21,4.0,688.24,1.0,475,2.32,0,0,0.7784
567,567,21,4.333333333333333,52.28,1.0,20,30.0,0,0,0.5102
568,568,21,4.233333333333333,220.0,1.03,345,7.54,0,0,0.6268
569,569,5,5.0,239.04,1.0,1,100.0,0,1,0.6449
570,570,4,4.6,85.43,1.0,45,11.11,0,1,0.5042
571,571,21,4.428571428571429,95.44,1.0,189,12.7,0,0,0.6644
572,572,21,1.0,128.72,1.5,5,40.0,1,1,0.7623
573,573,21,4.468085106382978,70.75,1.31,327,10.7,1,0,0.6461
574,574,0,2.333333333333333,419.6,1.0,41,7.32,1,1,0.805
575,575,21,5.0,219.27,1.0,1,100.0,1,1,0.6317
576,576,14,4.0,367.38,1.0,5,40.0,1,1,0.6723
577,577,21,5.0,545.51,1.0,1,100.0,0,1,0.6104
578,578,19,4.256410256410256,394.89,1.08,170,18.82,0,0,0.7438
579,579,15,5.0,927.82,2.0,1,100.0,1,1,0.6683
580,580,21,3.4,87.35,1.25,144,2.78,0,1,0.5774
581,581,18,5.0,45.09,1.0,1,100.0,1,1,0.6885
582,582,7,4.375,77.24,1.0,55,14.55,1,0,0.6115
583,583,21,5.0,201.22,1.0,25,8.0,0,0,0.5079
584,584,14,4.363636363636363,371.48,1.38,310,9.68,1,0,0.5653
585,585,21,4.933333333333334,556.48,2.73,124,8.87,0,0,0.6231
586,586,14,4.029411764705882,115.87,1.1,348,6.61,0,0,0.6053
587,587,14,4.214285714285714,317.4,1.45,554,5.05,0,0,0.9676
588,588,17,3.8333333333333335,655.36,1.0,123,4.88,1,1,0.5668
589,589,18,4.625,258.33,1.12,403,10.17,0,0,0.7076
590,590,21,4.345864661654136,164.2,1.27,215,36.74,0,0,0.7687
591,591,15,5.0,66.38,1.0,68,5.88,0,0,0.5193
592,592,21,4.216216216216216,132.1,1.09,530,6.42,0,0,0.9763
593,593,14,4.277777777777777,429.36,1.11,243,7.41,0,0,0.5166
594,594,18,4.6875,79.95,1.07,138,10.87,0,0,0.6745
595,595,19,4.833333333333333,148.35,1.2,433,1.15,0,0,0.5336
596,596,19,4.6,46.1,1.11,126,7.14,0,0,0.5263
597,597,4,4.4,1433.68,1.0,69,7.25,0,0,0.6567
598,598,18,4.0,43.13,1.0,1,100.0,1,1,0.7302
599,599,21,4.038961038961039,105.85,1.0,281,21.35,0,0,0.771
600,600,21,5.0,175.5,1.0,31,9.68,1,0,0.6316
601,601,21,4.0,138.24,1.41,479,3.13,0,0,0.9197
602,602,21,5.0,169.39,1.0,1,100.0,0,1,0.6517
603,603,19,2.0,27.69,1.0,1,100.0,1,1,0.8537
604,604,21,3.0,130.73,1.0,118,2.54,1,1,0.7377
605,605,14,4.0,37.09,1.0,1,100.0,1,1,0.8208
606,606,21,4.076923076923077,107.56,1.18,206,9.22,1,0,0.5937
607,607,21,3.555555555555556,136.71,1.12,92,7.61,0,1,0.7004
608,608,21,4.75,118.36,1.0,97,4.12,0,1,0.5082
609,609,7,4.317073170731708,370.34,1.05,525,7.43,0,0,0.9721
610,610,18,4.625,503.46,1.0,116,6.9,0,0,0.5376
611,611,21,4.431034482758621,57.55,1.09,125,28.8,1,0,0.7018
612,612,21,5.0,137.02,1.0,1,100.0,0,1,0.7002
613,613,18,2.5,103.83,1.0,110,3.64,0,1,0.5558
614,614,21,3.571428571428572,95.56,1.17,248,2.42,1,1,0.6948
615,615,21,4.441860465116279,89.63,1.19,465,7.1,0,0,0.6616
616,616,18,4.5,303.23,1.0,88,2.27,0,1,0.6947
617,617,19,3.2,218.03,1.25,106,3.77,1,1,0.6336
618,618,14,3.571428571428572,83.83,1.0,412,1.7,1,1,0.601
619,619,21,4.4,380.93,1.25,136,2.94,1,1,0.653
620,620,21,4.714285714285714,160.73,1.17,159,3.77,0,1,0.5301
621,621,21,4.333333333333333,123.14,1.15,77,15.58,0,0,0.6568
622,622,21,3.753012048192771,69.34,1.12,552,21.56,0,0,0.9714
623,623,14,4.0,79.31,1.0,8,25.0,0,1,0.6026
624,624,21,5.0,67.01,1.0,1,100.0,1,1,0.6936
625,625,15,4.04,300.16,1.92,457,2.84,1,1,0.7365
626,626,21,4.106995884773663,47.1,1.08,372,36.02,0,0,0.8738
627,627,5,4.683333333333334,142.79,1.05,348,15.52,1,0,0.7278
628,628,21,4.0,111.91,1.0,1,100.0,1,1,0.7301
629,629,21,3.696969696969697,127.73,1.27,202,12.87,1,0,0.5495
630,630,14,5.0,224.44,1.0,1,100.0,0,1,0.6261
631,631,14,4.75,152.0,1.52,343,5.25,0,0,0.5378
632,632,21,4.275862068965518,243.1,1.09,384,30.21,1,0,0.7454
633,633,21,4.0,888.97,1.14,233,3.0,1,1,0.5686
634,634,2,3.909090909090909,183.61,1.38,371,1.89,1,1,0.6943
635,635,14,4.3125,181.63,1.04,363,11.85,0,0,0.7433
636,636,15,4.352941176470588,120.3,1.13,129,25.58,0,0,0.6521
637,637,21,4.454545454545454,311.54,2.75,166,2.41,1,1,0.7061
638,638,21,4.2,675.04,1.0,261,1.92,1,1,0.6945
639,639,21,5.0,47.43,1.0,1,100.0,0,1,0.6936
640,640,21,4.8,79.59,1.0,80,6.25,1,1,0.5087
641,641,14,4.148148148148148,171.34,1.08,373,6.43,1,0,0.5298
642,642,21,3.4615384615384617,229.78,1.86,54,11.11,1,1,0.567
643,643,21,5.0,36.84,1.0,1,100.0,1,1,0.8229
644,644,21,4.0,48.27,1.0,73,6.85,0,0,0.538
645,645,21,1.0,81.6,1.0,1,100.0,1,1,0.8403
646,646,21,3.988673139158577,132.05,1.21,568,55.46,0,0,0.9871
647,647,19,4.6,246.97,2.0,132,3.79,0,1,0.5295
648,648,21,4.352941176470588,110.75,1.0,420,4.05,1,0,0.5535
649,649,16,5.0,44.28,1.0,2,100.0,0,0,0.5088
650,650,21,3.941176470588236,148.37,1.06,130,11.54,0,0,0.664
651,651,21,4.1,153.06,1.25,96,8.33,0,0,0.5807
652,652,21,4.071428571428571,97.3,1.17,263,4.56,0,0,0.5258
653,653,21,4.4,1724.47,1.0,118,4.24,0,1,0.5216
654,654,18,4.1,95.67,1.43,144,4.86,1,1,0.5576
655,655,14,5.0,40.27,1.0,1,100.0,0,1,0.6654
656,656,1,5.0,161.37,1.0,1,100.0,0,1,0.6552
657,657,21,5.0,859.45,2.67,39,7.69,0,1,0.5673
658,658,5,3.8181818181818175,89.47,1.0,317,3.47,0,0,0.605
659,659,21,3.96,113.03,1.14,242,8.68,0,0,0.6188
660,660,21,4.214285714285714,293.81,2.0,140,5.0,0,1,0.5494
661,661,5,4.0,469.91,1.33,104,2.88,1,1,0.6469
662,662,21,4.055555555555555,165.24,1.2,190,7.89,1,1,0.5857
663,663,14,4.0,77.38,1.0,1,100.0,1,1,0.7253
664,664,21,4.8,650.62,2.5,110,1.82,1,1,0.7738
665,665,21,4.0,384.83,1.0,86,5.81,0,1,0.5591
666,666,7,4.625,211.88,1.0,251,3.19,1,0,0.5735
667,667,21,1.0,52.78,1.0,1,100.0,1,1,0.8436
668,668,21,4.666666666666667,321.75,1.4,164,9.15,1,0,0.5524
669,669,21,1.0,291.49,1.0,1,100.0,1,1,0.8703
670,670,5,4.0,48.94,1.0,1,100.0,0,1,0.7412
671,671,21,3.9,179.84,1.17,79,37.97,0,0,0.7514
672,672,21,5.0,19.29,2.0,1,100.0,0,1,0.5801
673,673,21,4.241379310344827,275.82,1.07,324,8.64,0,0,0.7172
674,674,7,3.5,69.84,1.0,141,4.26,0,1,0.579
675,675,21,3.8837209302325584,250.22,1.29,510,17.25,0,0,0.9755
676,676,21,5.0,335.09,1.0,1,100.0,1,1,0.7518
677,677,21,3.928571428571429,173.68,1.12,268,8.21,0,0,0.669
678,678,19,4.666666666666667,123.45,1.5,3,66.67,0,1,0.523
679,679,14,4.0,301.44,1.17,523,7.07,0,0,0.9671
680,680,21,4.2,77.59,1.09,441,11.34,1,0,0.6076
681,681,21,4.75,171.99,1.0,20,20.0,1,0,0.6224
682,682,21,3.9696969696969697,124.48,1.24,415,16.63,0,0,0.6969
683,683,14,5.0,554.55,1.0,13,30.77,0,0,0.6949
684,684,14,4.666666666666667,267.02,1.0,45,26.67,0,0,0.6377
685,685,15,3.880952380952381,176.6,1.16,245,13.47,0,0,0.6784
686,686,19,3.888888888888889,123.07,1.0,68,11.76,1,0,0.6492
687,687,3,3.941176470588236,435.62,1.13,374,7.49,0,0,0.7119
688,688,14,3.8157894736842106,159.99,1.22,109,22.94,1,0,0.6046
689,689,21,3.39344262295082,55.96,1.32,349,30.09,0,0,0.6752
690,690,21,5.0,306.2,1.0,1,100.0,1,1,0.7342
691,691,14,4.714285714285714,164.46,1.08,243,4.94,1,1,0.5331
692,692,21,4.8,644.31,1.0,57,8.77,0,0,0.784
693,693,21,4.5,94.21,1.0,8,50.0,1,1,0.5603
694,694,19,4.903225806451613,98.27,3.44,364,2.47,0,0,0.6418
695,695,21,5.0,113.9,1.0,1,100.0,0,1,0.6883
696,696,7,4.222222222222222,221.26,1.1,118,8.47,0,0,0.649
697,697,21,4.333333333333333,78.01,1.0,85,3.53,1,1,0.539
698,698,21,4.75,329.35,1.0,316,2.53,1,1,0.7039
699,699,21,3.333333333333333,250.18,1.0,52,5.77,0,1,0.6633
700,700,21,3.9,98.32,1.25,81,9.88,0,0,0.5726
701,701,7,4.666666666666667,92.27,1.0,54,5.56,0,1,0.5198
702,702,21,4.7,345.36,1.67,85,7.06,1,1,0.5786
703,703,15,4.2727272727272725,50.67,1.05,55,29.09,0,0,0.6685
704,704,21,4.625,124.64,1.0,122,5.74,1,0,0.5327
705,705,21,4.0,27.21,1.0,28,7.14,1,1,0.6586
706,706,19,5.0,428.85,1.0,12,16.67,0,0,0.5326
707,707,21,3.6666666666666665,78.37,1.0,80,3.75,1,1,0.7058
708,708,21,4.153911564625851,122.38,1.12,540,74.07,0,0,0.9885
709,709,21,4.065217391304348,133.52,1.19,108,33.33,0,0,0.7125
710,710,2,1.0,86.43,1.0,1,100.0,1,1,0.8576
711,711,7,4.219047619047619,130.31,1.12,489,16.56,0,0,0.9173
712,712,14,4.35,104.48,1.18,239,7.11,1,1,0.5576
713,713,21,3.0,167.62,1.0,1,100.0,1,1,0.802
714,714,7,5.0,62.38,1.0,1,100.0,1,1,0.7005
715,715,21,4.027522935779817,319.1,1.98,402,12.19,0,0,0.6425
716,716,21,4.142857142857143,49.37,1.17,216,2.78,0,1,0.5508
717,717,21,5.0,169.36,2.0,1,100.0,1,1,0.6678
718,718,21,5.0,69.01,1.0,1,100.0,0,1,0.6936
719,719,21,5.0,84.78,1.0,1,100.0,0,1,0.6883
720,720,15,4.625,320.79,1.12,69,11.59,1,0,0.6019
721,721,14,4.857142857142857,92.85,1.0,386,1.81,1,1,0.6309
722,722,7,4.0,192.94,1.0,1,100.0,0,1,0.6523
723,723,21,4.5,370.48,1.0,184,1.09,1,1,0.7308
724,724,14,3.9,746.26,1.11,173,5.2,1,0,0.5928
725,725,14,3.571428571428572,273.61,1.17,233,2.58,1,1,0.7127
726,726,21,4.348837209302325,119.31,1.1,257,14.01,0,0,0.6881
727,727,14,3.357142857142857,204.76,1.27,127,7.87,1,1,0.6504
728,728,14,5.0,83.97,1.0,54,5.56,0,0,0.5004
729,729,21,4.2,107.61,1.05,495,8.08,0,0,0.9675
730,730,14,4.428571428571429,108.68,1.0,44,13.64,1,1,0.5536
731,731,15,4.714285714285714,144.99,1.0,93,7.53,1,1,0.5044
732,732,21,4.5625,326.28,1.6,82,10.98,0,0,0.5379
733,733,18,3.2,167.39,1.67,55,5.45,1,1,0.6845
734,734,21,4.571428571428571,206.01,1.0,88,7.95,1,1,0.5269
735,735,21,4.0,108.37,1.06,125,22.4,1,0,0.7332
736,736,7,3.5,114.13,1.0,6,33.33,1,1,0.741
737,737,14,4.0,225.21,1.0,1,100.0,1,1,0.6722
738,738,15,1.0,86.74,1.0,1,100.0,1,1,0.8257
739,739,7,4.7,190.67,1.11,20,40.0,0,0,0.7977
740,740,7,4.090909090909091,833.14,1.09,290,3.79,1,0,0.59
741,741,7,5.0,114.84,1.29,284,2.46,1,1,0.6408
742,742,7,5.0,121.45,1.62,361,2.22,0,0,0.5092
743,743,4,4.25,335.53,1.5,37,21.62,1,1,0.5844
744,744,21,4.34,109.49,1.16,298,12.42,0,0,0.6412
745,745,21,2.75,163.73,1.0,214,3.74,0,1,0.5926
746,746,21,3.9705882352941178,251.71,1.13,414,7.0,0,0,0.5906
747,747,12,2.071428571428571,1985.33,1.33,190,5.79,0,0,0.6745
748,748,14,5.0,78.5,1.0,10,20.0,0,0,0.5712
749,749,21,4.285714285714287,175.48,1.48,136,13.97,0,0,0.6284
750,750,21,5.0,61.3,1.0,1,100.0,0,1,0.6936
751,751,21,4.2727272727272725,144.14,1.05,338,6.21,0,0,0.6041
752,752,3,4.2,243.66,1.25,62,6.45,1,1,0.5762
753,753,18,5.0,61.38,1.0,1,100.0,1,1,0.6885
754,754,21,5.0,40.38,1.0,1,100.0,0,1,0.6707
755,755,7,4.230769230769231,311.3,1.08,281,4.27,0,0,0.5618
756,756,21,4.1,100.49,1.25,132,6.06,0,1,0.5323
757,757,21,4.158536585365853,167.34,1.32,579,25.91,0,0,0.9694
758,758,21,4.363636363636363,220.35,1.1,21,28.57,1,0,0.5298
759,759,16,4.956521739130435,61.28,1.15,236,7.63,0,0,0.5173
760,760,7,4.333333333333333,370.18,1.0,38,7.89,1,1,0.6978
761,761,4,4.652173913043479,152.99,1.53,148,10.14,0,0,0.6116
762,762,21,5.0,98.38,1.6,73,6.85,0,0,0.5428
763,763,21,4.243243243243243,170.85,1.95,242,9.09,1,1,0.5048
764,764,1,4.8,217.81,1.0,48,10.42,0,0,0.667
765,765,21,5.0,317.37,1.0,1,100.0,1,1,0.7173
766,766,21,3.2,338.58,1.0,22,18.18,1,1,0.7251
767,767,14,4.0,144.9,1.0,125,1.6,0,1,0.5482
768,768,21,4.358778625954199,86.96,1.29,227,37.0,0,0,0.7786
769,769,3,4.282051282051282,291.21,1.15,410,7.56,0,0,0.5998
770,770,5,1.0,302.34,3.0,1,100.0,1,1,0.892
771,771,21,4.666666666666667,72.0,1.04,213,9.86,0,0,0.6745
772,772,18,4.809523809523809,203.55,1.0,156,12.82,0,0,0.7296
773,773,21,5.0,34.64,1.0,2,100.0,1,1,0.6037
774,774,21,4.047619047619048,189.66,1.11,210,7.62,0,0,0.5864
775,775,7,4.105263157894737,213.46,1.12,396,4.04,0,0,0.5571
776,776,21,4.5,157.62,1.0,95,9.47,0,0,0.6788
777,777,21,3.709923664122137,148.58,1.14,462,21.65,0,0,0.7859
778,778,21,4.315789473684211,206.53,1.58,280,4.29,1,0,0.5231
779,779,3,4.310344827586207,127.65,1.32,407,10.57,1,0,0.6609
780,780,21,2.8,271.52,1.25,46,6.52,0,1,0.6521
781,781,15,1.0,281.72,1.0,68,2.94,0,1,0.5838
782,782,21,5.0,44.42,1.0,1,100.0,1,1,0.6936
783,783,21,4.441441441441442,130.38,1.11,424,19.58,0,0,0.7706
784,784,1,5.0,66.28,1.0,1,100.0,1,1,0.6589
785,785,18,4.8,1618.74,1.67,214,1.4,1,1,0.8354
786,786,21,4.0,418.68,1.62,319,2.19,0,1,0.6531
787,787,14,4.0,205.4,1.0,1,100.0,1,1,0.6722
788,788,7,1.0,179.13,1.0,1,100.0,1,1,0.815
789,789,3,3.0,64.66,1.0,27,7.41,0,1,0.7329
790,790,21,4.590909090909091,117.25,1.07,307,11.4,1,0,0.717
791,791,3,3.7225806451612895,170.58,1.1,533,21.76,0,0,0.9702
792,792,21,3.849462365591398,172.58,1.06,570,14.56,0,0,0.9817
793,793,21,2.0,250.0,2.0,1,100.0,1,1,0.7718
794,794,21,5.0,214.56,1.0,1,100.0,1,1,0.6317
